,Unnamed: 0,PlayerId,PlayerName,Full name,Team,Batting style,Bowling style,Fielding position,Current age,Height,Playing role,Born,Also known as,Died,Education,Major teams,Nickname,Other,Relation,In a nutshell,TotalRuns,MatchesPlayed
924,924,924,MH Cross,Matthew Henry Cross,Scotland,Right-hand bat,Not Specified,Wicketkeeper,25 years 117 days,,Wicketkeeper batsman,"October 15, 1992, Aberdeen ",,,,"['Scotland', 'Loughborough Marylebone Cricket Club University (England)', 'Nottinghamshire', 'Nottinghamshire 2nd XI', 'Scotland Under-13s', 'Scotland Under-15s', 'Scotland Under-17s']",,,,,311.0,14
925,925,925,RK Kleinveldt,Rory Keith Kleinveldt,South Africa,Right-hand bat,Right-arm Fast,,34 years 331 days,,Bowler,"March 15, 1983, Cape Town, Cape Province ",,,,"['South Africa', 'Cape Cobras', 'Hampshire', 'South Africa A', 'South Africa Under-19s', 'Western Province', 'Western Province Boland']",,,"['Uncle - J Kleinveldt', 'Cousin - MC Kleinveldt', 'Cousin - GR Kleinveldt']",,25.0,6
926,926,926,GA Rogers,Glenn Alan Rogers,Scotland,Right-hand bat,Left-arm Orthodox,,40 years 303 days,,Bowler,"April 12, 1977, Sydney, New South Wales ",,,,Scotland,,,,,1.0,1
927,927,927,MJ Henry,Matthew James Henry,New Zealand,Right-hand bat,Right-arm Fast,,26 years 57 days,,Bowler,"December 14, 1991, Christchurch, Canterbury ",,,,"['New Zealand', 'Canterbury', 'Canterbury Under-17s', 'Canterbury Under-19s', 'Chennai Super Kings', 'Derbyshire', 'Kings XI Punjab', 'New Zealand A']",,,,,10.0,6
928,928,928,Ahsan Malik,Malik Ahsan Ahmad Jamil,Netherlands,Right-hand bat,Right-arm Fast,,28 years 164 days,,Bowler,"August 29, 1989, Rotterdam ",,,,Netherlands,,,,,24.0,27
929,929,929,Bilawal Bhatti,Bilawal Bhatti,Pakistan,Right-hand bat,Right-arm Fast,,26 years 145 days,5 ft 6 in ,Bowler,"September 17, 1991, Muridke, Punjab ",,,,"['Pakistan', 'Gujranwala Cricket Association Under-19s', 'Karachi Kings', 'Pakistan Under-23s', 'Sialkot', 'Sialkot Stallions', 'Sialkot Under-19s', 'State Bank of Pakistan', 'Sui Northern Gas Pipelines Limited']",,,,,23.0,9
930,930,930,Karim Janat,Karim Janat,Afghanistan,Right-hand bat,Right-arm Medium,,19 years 182 days,,,"August 11, 1998, Kabul ",,,,"['Afghanistan', 'Afghanistan A', 'Afghanistan Under-19s', 'Band-e-Amir Region', 'Kabul Eagles', 'Kabul Green', 'Speen Ghar Region']",,,,,109.0,11
931,931,931,PA Patel,Parthiv Ajay Patel,India,Left-hand bat,Not Specified,Wicketkeeper,32 years 337 days,,Wicketkeeper batsman,"March 9, 1985, Ahmedabad, Gujarat ",,,,"['India', 'Chennai Super Kings', 'Deccan Chargers', 'Gujarat', 'India Green', 'Kochi Tuskers Kerala', 'Mumbai Indians', ""Rajasthan Cricket Association President's XI"", 'Royal Challengers Bangalore', 'Sunrisers Hyderabad']",,,,,36.0,2
932,932,932,LL Tsotsobe,Lonwabo Lopsy Tsotsobe,South Africa,Right-hand bat,Left-arm Fast,,33 years 339 days,,Bowler,"March 7, 1984, Port Elizabeth ",,,,"['South Africa', 'Dolphins', 'Eastern Province', 'Essex', 'Gauteng', 'Lions', 'Sussex 2nd XI', 'Warriors']",,,,,2.0,23
933,933,933,R Flannigan,Ryan Flannigan,Scotland,Right-hand bat,Right-arm Medium,,29 years 224 days,,Top-order batsman,"June 30, 1988, Kelso Scotland ",,,,"['Scotland', 'Scotland Under-19s']",,,,,33.0,2
934,934,934,TN de Grooth,Tom Nico de Grooth,Netherlands,Right-hand bat,Right-arm Offspin,,38 years 271 days,,Middle-order batsman,"May 14, 1979, The Hague ",,,,"['Netherlands', 'HCC']",,,,,139.0,10
935,935,935,R Sharma,Rohit Gurunath Sharma,India,Right-hand bat,Right-arm Offspin,,30 years 285 days,,Top-order batsman,"April 30, 1987, Bansod, Nagpur, Maharashtra ",,,,"['India', 'Deccan Chargers', 'India A', 'India Green', 'India Under-19s', 'Mumbai', ""Mumbai Cricket Association President's XI"", 'Mumbai Indians', 'Mumbai Under-19s']",,,,,0.0,2
936,936,936,GC Tonge,Gavin Courtney Tonge,West Indies,Right-hand bat,Right-arm Fast,,35 years 27 days,,Bowler,"January 13, 1983, Antigua ",Garvin Tonge,,,"['West Indies', 'Antigua', 'Antigua Hawksbills', 'Leeward Islands', 'Leeward Islands Under-19s', 'West Indies A', 'West Indies Under-19s']",,,,,0.0,1
937,937,937,SM Boland,Scott Michael Boland,Australia,Right-hand bat,Right-arm Fast,,28 years 304 days,,Bowler,"April 11, 1989, Melbourne, Australia ",,,,"['Australia', 'Frankston-Peninsula', 'Melbourne Stars', 'Rising Pune Supergiants', 'Victoria', 'Victoria Under-23s']",,,,,0.0,3
938,938,938,MB van Schelven,Matthijs Bastiaan van Schelven,Netherlands,Left-hand bat,Left-arm Orthodox,,28 years 312 days,,Bowler,"April 3, 1989, The Hague ",,,,"['Netherlands', 'Netherlands A', 'Netherlands Under-13s', 'Netherlands Under-15s', 'Quick Haag', 'South Holland Seafarers']",,,,,0.0,2
939,939,939,PD McGlashan,Peter Donald McGlashan,New Zealand,Right-hand bat,Not Specified,Wicketkeeper,38 years 232 days,,Wicketkeeper batsman,"June 22, 1979, Napier, Hawke's Bay ",,,,"['New Zealand', 'Central Districts', 'Northern Districts', 'Otago']",,,Sister - SJ McGlashan,,61.0,9
940,940,940,Mohammad Naveed,Mohammad Naveed,United Arab Emirates,Right-hand bat,Right-arm Medium,,30 years 251 days,,Bowler,"June 3, 1987 ",,,,United Arab Emirates,,,,,137.0,22
941,941,941,Khawar Ali,Khawar Ali,Oman,Right-hand bat,Legbreak,,32 years 51 days,,Opening batsman,"December 20, 1985, Pakistan ",,,,Oman,,,,,212.0,12
942,942,942,DJ Bravo,Dwayne John Bravo,West Indies,Right-hand bat,Right-arm Fast,,34 years 125 days,,Allrounder,"October 7, 1983, Santa Cruz, Trinidad ",,,,"['West Indies', 'Chennai Super Kings', 'Essex', 'Gujarat Lions', 'Kent', 'Lahore Qalandars', 'Melbourne Renegades', 'Mumbai Indians', 'Sydney Sixers', 'Trinbago Knight Riders', 'Trinidad & Tobago', 'Trinidad & Tobago Red Steel', ""University of West Indies Vice Chancellor's XI"", 'Victoria']",Johnny,,Half-brother - DM Bravo,,1142.0,66
943,943,943,RP Arnold,Russel Premakumaran Arnold,Sri Lanka,Left-hand bat,Right-arm Offspin,,44 years 107 days,,,"October 25, 1973, Colombo ",,,,"['Sri Lanka', 'Chennai Superstars', 'ICL World XI', 'Nondescripts Cricket Club']",,Commentator,,,7.0,1
944,944,944,Robiul Islam,SK Robiul Islam,Bangladesh,Right-hand bat,Right-arm Fast,,31 years 112 days,,Bowler,"October 20, 1986, Satkhira ",,,,"['Bangladesh', 'Australian Institute of Sports', 'Bangladesh A', 'Khulna Division', 'South Zone (Bangladesh)']",Shiplu,,,,0.0,1
945,945,945,MBS Jonkman,Mark Benjamin Sebastiaan Jonkman,Netherlands,Right-hand bat,Right-arm Fast,,31 years 326 days,,Bowler,"March 20, 1986, The Hague ",,,,"['Netherlands', 'Netherlands A']",,,Twin brother - MMA Jonkman,,1.0,2
946,946,946,JP Bray,Jeremy Paul Bray,Ireland,Left-hand bat,Not Specified,Occasional wicketkeeper,44 years 71 days,,,"November 30, 1973, Newtown, Sydney, New South Wales ",,,,"['Ireland', 'New South Wales']",,,,,2.0,2
947,947,947,CO Obuya,Collins Omondi Obuya,Kenya,Right-hand bat,Legbreak,,36 years 197 days,,Allrounder,"July 27, 1981, Nairobi ",Collins Omondi,,,"['Kenya', 'Africa XI', 'Warwickshire']",Collo,,"['Brother - KO Otieno', 'Brother - DO Obuya']",,370.0,19
948,948,948,Aaqib Sulehri,Aqib Ilyas Sulehri,Oman,Right-hand bat,Right-arm Offspin,,25 years 157 days,,,"September 5, 1992, Sialkot ",,,,Oman,,,,,35.0,5
949,949,949,LN Onyango,Lameck Onyango Ngoche,Kenya,Right-hand bat,Right-arm Medium,,44 years 140 days,,,"September 22, 1973, Nairobi ",Lameck Ngoche,,,"['Kenya', 'Swamibapa Sports Club']",Dada,,"['Brother - NN Odhiambo', 'Brother - JO Ngoche', 'Brother - SO Ngoche', 'Sister - M Bele', 'Sister - M Banja']",,12.0,4
950,950,950,R Telemachus,Roger Telemachus,South Africa,Right-hand bat,Right-arm Fast,,44 years 319 days,,,"March 27, 1973, Stellenbosch, Cape Province ",,,,"['South Africa', 'Boland', 'Cape Cobras', 'Eagles', 'South Africa A', 'South African Invitational XI', 'Western Province']",,,,,5.0,2
951,951,951,AK Mandal,Anil Kumar Mandal,Nepal,Right-hand bat,Not Specified,,27 years 4 days,,Opening batsman,"February 5, 1991, Janakpur, Nepal ",,,,"['Nepal', 'Nepal Under-19s']",,,,,2.0,1
952,952,952,MS Wade,Matthew Scott Wade,Australia,Left-hand bat,Right-arm Medium,Wicketkeeper,30 years 45 days,1.70 m ,Wicketkeeper batsman,"December 26, 1987, Hobart, Tasmania ",,,,"['Australia', 'Australia A', 'Australia Under-19s', 'Australian Centre of Excellence', 'Australian Institute of Sports', 'Clarence', 'Delhi Daredevils', 'Melbourne Renegades', 'Melbourne Stars', 'Tasmania', 'Tasmania Institute of Sport', 'Tasmania Second XI', 'Tasmania Under-17s', 'Tasmania Under-19s', 'Tasmania Under-19s', 'Victoria', 'Warwickshire']",Wadey,,,,239.0,17
953,953,953,ST Jayasuriya,Sanath Teran Jayasuriya,Sri Lanka,Left-hand bat,Left-arm Orthodox,,48 years 224 days,,Allrounder,"June 30, 1969, Matara ",,,,"['Sri Lanka', 'Asia XI', 'Asia XI', 'Bloomfield Cricket and Athletic Club', 'Colombo Cricket Club', 'Dolphins', 'Khulna Royal Bengals', 'Marylebone Cricket Club', 'Mumbai Indians', 'Ruhuna', 'Somerset']",,,,,615.0,30
954,954,954,L Nou,Loa Nou,Papua New Guinea,Right-hand bat,Right-arm Fast,,30 years 40 days,,Bowler,"December 31, 1987 ",,,,Papua New Guinea,,,,,2.0,3
955,955,955,DO Obuya,Collins Omondi Obuya,Kenya,Right-hand bat,Legbreak,,36 years 197 days,,Allrounder,"July 27, 1981, Nairobi ",Collins Omondi,,,"['Kenya', 'Africa XI', 'Warwickshire']",Collo,,"['Brother - KO Otieno', 'Brother - DO Obuya']",,84.0,7
956,956,956,F Mutizwa,Forster Mutizwa,Zimbabwe,Right-hand bat,Right-arm Offspin,Wicketkeeper,32 years 169 days,,Wicketkeeper batsman,"August 24, 1985, Harare ",,,,"['Zimbabwe', 'Easterns (Zimbabwe)', 'Mashonaland', 'Mashonaland Eagles', 'Mountaineers', 'Zimbabwe A', 'Zimbabwe XI']",,,,,38.0,3
957,957,957,YK Pathan,Yusuf Khan Pathan,India,Right-hand bat,Right-arm Offspin,,35 years 84 days,,Allrounder,"November 17, 1982, Baroda, Gujarat ",,,,"['India', 'Baroda', 'India A', 'India Green', 'Kolkata Knight Riders', 'Rajasthan Royals']",,,Half-brother - IK Pathan,,236.0,21
958,958,958,TG Gordon,Tyson George Gordon,Canada,Left-hand bat,Right-arm Fast,,36 years 9 days,,Middle-order batsman,"January 31, 1982, St Mary, Jamaica ",,,,"['Canada', 'Jamaica']",,,Half-brother - AS Creary,,32.0,3
959,959,959,B Geeves,Brett Geeves,Australia,Right-hand bat,Right-arm Fast,,35 years 241 days,1.85 m ,Bowler,"June 13, 1982, Claremont, Tasmania ",,,,"['Australia', 'Delhi Daredevils', 'Tasmania']",Banger,,,,0.0,1
960,960,960,HMRKB Herath,Herath Mudiyanselage Rangana Keerthi Bandara Herath,Sri Lanka,Left-hand bat,Left-arm Orthodox,,39 years 327 days,,Bowler,"March 19, 1978, Kurunegala ",,,,"['Sri Lanka', 'Hampshire', 'Kandurata Maroons', 'Kurunegala Youth Cricket Club', 'Moors Sports Club', 'Sri Lanka A', 'Surrey', 'Tamil Union Cricket and Athletic Club', 'Wayamba']",,,,,8.0,17
961,961,961,Yasir Arafat,Yasir Arafat Satti,Pakistan,Right-hand bat,Right-arm Fast,,35 years 334 days,,,"March 12, 1982, Rawalpindi, Punjab ",Yas,,,"['Pakistan', 'Scotland', 'Barisal Burners', 'Canterbury', 'Dolphins', 'Kent', 'Khan Research Labs', 'Lancashire', 'Otago', 'Pakistan Reserves', 'Perth Scorchers', 'Rawalpindi', 'Redco Pakistan Ltd', 'Somerset', 'Surrey', 'Sussex']",,,,,92.0,13
962,962,962,EC Joyce,Edmund Christopher Joyce,England,Left-hand bat,Right-arm Medium,,39 years 140 days,5 ft 10 in ,Top-order batsman,"September 22, 1978, Dublin ",,,"Presentation College (Bray), Trinity College, Dublin","['England', 'Ireland', 'England Lions', 'Marylebone Cricket Club', 'Middlesex', 'Sussex']","Joycey,  Spud, Piece",,"['Brother - A Joyce', 'Brother - DI Joyce', 'Sister - CNIM Joyce', 'Sister - IMHC Joyce']",,364.0,14
963,963,963,DL Vettori,Daniel Luca Vettori,New Zealand,Left-hand bat,Left-arm Orthodox,,39 years 13 days,,Allrounder,"January 27, 1979, Auckland ",,,,"['New Zealand', 'Delhi Daredevils', 'ICC World XI', 'Jamaica Tallawahs', 'Northern Districts', 'Nottinghamshire', 'Queensland', 'Royal Challengers Bangalore', 'Warwickshire']",,,"['Uncle - AJ Hill', 'Cousin - JV Hill']",,205.0,34
964,964,964,MS Panesar,Mudhsuden Singh Panesar,England,Left-hand bat,Left-arm Orthodox,,35 years 290 days,6 ft 1 in ,Bowler,"April 25, 1982, Luton, Bedfordshire ",,,"Bedford Modern School, Stopsley High School, Luton, Bedfordshire; Loughborough University","['England', 'British Universities', 'England Lions', 'England Under-19s', 'Essex', 'Lions', 'Loughborough Marylebone Cricket Club University (England)', 'Marylebone Cricket Club', 'Northamptonshire', 'Sussex', 'Sussex 2nd XI']",,,,,1.0,1
965,965,965,DL Maddy,Darren Lee Maddy,England,Right-hand bat,Right-arm Medium,,43 years 262 days,,,"May 23, 1974, Leicester ",,,"Roundhill, Thurmaston; Wreake Valley, Syston","['England', 'Leicestershire', 'Warwickshire']","Roaster, Dazza",,,,113.0,4
966,966,966,E Leie,Eddie Leie,South Africa,Right-hand bat,Legbreak,,31 years 85 days,,Bowler,"November 16, 1986, Potchefstroom ",,,,"['South Africa', 'Gauteng', 'Lions', 'St Lucia Zouks']",,,,,0.0,2
967,967,967,TLW Cooper,Tom Lexley William Cooper,Netherlands,Right-hand bat,Right-arm Offspin,,31 years 75 days,1.87 m ,Middle-order batsman,"November 26, 1986, Wollongong, New South Wales ",,,University of NSW,"['Netherlands', 'Australia Under-19s', 'Melbourne Renegades', 'New South Wales Institute of Sport', 'New South Wales Second XI', 'New South Wales Under-17s', 'New South Wales Under-19s', 'Somerset', 'South Australia', 'South Australia Second XI']",Coops,,Brother - BN Cooper,,344.0,16
968,968,968,A Bagai,Ashish Bagai,Canada,Right-hand bat,Not Specified,Wicketkeeper,36 years 14 days,,Wicketkeeper batsman,"January 26, 1982, Delhi, India ",,,,Canada,,,,,165.0,4
969,969,969,MJ North,Marcus James North,Australia,Left-hand bat,Right-arm Offspin,,38 years 196 days,1.86 m ,Middle-order batsman,"July 28, 1979, Pakenham, Melbourne, Victoria ",,,,"['Australia', 'Australia A', 'Derbyshire', 'Durham', 'Durham Cricket Board', 'Gloucestershire', 'Hampshire', 'Lancashire', 'Perth Scorchers', 'Sydney Sixers', 'Western Australia']",Snorks,,,,20.0,1
970,970,970,KM Jadhav,Kedar Mahadav Jadhav,India,Right-hand bat,Right-arm Offspin,,32 years 320 days,,Batting allrounder,"March 26, 1985, Pune, Maharashtra ",,,,"['India', 'Delhi Daredevils', 'India A', 'Kochi Tuskers Kerala', 'Maharashtra', 'Royal Challengers Bangalore']",,,,,95.0,5
971,971,971,GO Jones,Geraint Owen Jones,England,Right-hand bat,Not Specified,Wicketkeeper,41 years 210 days,5 ft 10 in ,,"July 14, 1976, Kundiawa, Papua New Guinea ",,,"Harristown State, Queensland","['England', 'Papua New Guinea', 'Gloucestershire', 'Kent', 'Kent 2nd XI']",Jonesy,,,,33.0,2
972,972,972,D Ganga,Daren Ganga,West Indies,Right-hand bat,Right-arm Offspin,,39 years 26 days,,Batsman,"January 14, 1979, Barrackpore, Trinidad ",,,,"['West Indies', 'Trinidad', 'Trinidad & Tobago']",,,Brother - S Ganga,,26.0,1
973,973,973,CAK Rajitha,Chandrasekara Arachchilage Kasun Rajitha,Sri Lanka,Right-hand bat,Right-arm Fast,,24 years 253 days,,Bowler,"June 1, 1993, Matara ",,,St. Servatius College,"['Badureliya Sports Club', ""Sri Lanka Board President's XI"", 'Sri Lanka Under-19s']",,,,,3.0,3
974,974,974,RR Patel,Rakep Rajendra Patel,Kenya,Right-hand bat,Right-arm Offspin,Occasional wicketkeeper,28 years 212 days,,Wicketkeeper batsman,"July 12, 1989, Nairobi, Kenya ",Rakep,,,"['Kenya', 'Eastern Aces', 'Kenya A', 'Kenya Select XI', 'Kenya Under-17s', 'Kongonis', 'Northern Nomads']",,,,,307.0,14
975,975,975,Harbhajan Singh,Harbhajan Singh,India,Right-hand bat,Right-arm Offspin,,37 years 221 days,,Bowler,"July 3, 1980, Jullundur (now Jalandhar), Punjab ",,,,"['India', 'Asia XI', 'Essex', 'India Green', 'Lancashire', 'Mumbai Indians', 'Mumbai Indians', 'Punjab', 'Surrey']",,,,,108.0,27
976,976,976,RA Jadeja,Ravindrasinh Anirudhsinh Jadeja,India,Left-hand bat,Left-arm Orthodox,,29 years 65 days,,Allrounder,"December 6, 1988, Navagam-Khed, Saurashtra ",,,,"['India', 'Chennai Super Kings', 'Gujarat Lions', 'India Under-19s', 'Kochi Tuskers Kerala', 'Rajasthan Royals', 'Saurashtra', 'West Zone']",,,,,116.0,40
977,977,977,MG Johnson,Mitchell Guy Johnson,Australia,Left-hand bat,Left-arm Fast,,36 years 99 days,1.89 m ,Bowler,"November 2, 1981, Townsville, Queensland ",,,,"['Australia', 'Australia A', 'Kings XI Punjab', 'Mumbai Indians', 'Perth Scorchers', 'Queensland', 'Western Australia']","Midge, Notch",,,,109.0,30
978,978,978,GJ Bailey,George John Bailey,Australia,Right-hand bat,Right-arm Medium,,35 years 155 days,1.78 m ,Top-order batsman,"September 7, 1982, Launceston, Tasmania ",,,,"['Australia', 'Scotland', 'Australia A', 'Chennai Super Kings', 'Hampshire', 'Hobart Hurricanes', 'Kings XI Punjab', 'Melbourne Stars', 'Middlesex', 'Rising Pune Supergiants', 'Sussex', 'Tasmania', 'Tasmania Under-19s', 'World-XI']",Hector,,,,470.0,25
979,979,979,IS Billcliff,Ian Shaw Billcliff,Canada,Right-hand bat,Right-arm Medium,,45 years 106 days,,,"October 26, 1972, William's Lake, British Columbia ",,,,"['Canada', 'Auckland', 'Otago', 'Wellington']",,,Brother - MR Billcliff,,51.0,2
980,980,980,A Bhattarai,Amrit Bhattarai,Nepal,Right-hand bat,Left-arm Medium,,27 years 41 days,,Bowler,"December 30, 1990, Nepal ",,,,"['Nepal', 'Nepal Under-19s']",,,,,2.0,1
981,981,981,Ghulam Shabber,Ghulam Shabber,United Arab Emirates,Left-hand bat,Not Specified,,32 years 59 days,,Wicketkeeper batsman,"December 12, 1985, Jhang ",,,,United Arab Emirates,,,,,50.0,5
982,982,982,GJ Hopkins,Gareth James Hopkins,New Zealand,Right-hand bat,Not Specified,Wicketkeeper,41 years 77 days,,Wicketkeeper batsman,"November 24, 1976, Lower Hutt, Wellington ",,,,"['New Zealand', 'Auckland', 'Canterbury', 'New Zealand A', 'New Zealand Academy', 'Northern Districts', 'Otago', 'South Island']",,,,,86.0,8
983,983,983,NJ Astle,Nathan John Astle,New Zealand,Right-hand bat,Right-arm Medium,,46 years 147 days,,Opening batsman,"September 15, 1971, Christchurch, Canterbury ",,,,"['New Zealand', 'Canterbury', 'Derbyshire', 'Durham', 'Lancashire', 'Mumbai Champs', 'Nottinghamshire']",,,Sister - LM Astle,,74.0,4
984,984,984,YA Abdulla,Yusuf Adam Abdulla,South Africa,Left-hand bat,Left-arm Fast,,35 years 23 days,,Bowler,"January 17, 1983, Johannesburg, Transvaal ",,,Dundee High School,"['South Africa', 'Dolphins', 'Kings XI Punjab', 'KwaZulu-Natal', 'KwaZulu-Natal Inland', 'South Africa A']",,,,,0.0,2
985,985,985,Anshuman Rath,Anshuman Rath,Hong Kong,Left-hand bat,Left-arm Orthodox,,20 years 96 days,,Wicketkeeper batsman,"November 5, 1997, Hong Kong ",,,,"['Hong Kong', 'Harrow School', 'Hong Kong Under-16s', 'Middlesex 2nd XI', 'Middlesex Under-17s', 'Middlesex Under-19s']",,,,,303.0,19
986,986,986,SG Borthwick,Scott George Borthwick,England,Left-hand bat,Legbreak,,27 years 296 days,,Bowler,"April 19, 1990, Sunderland, Co Durham ",,,,"['England', 'Durham', 'Durham 2nd XI', 'England Lions', 'England Under-19s']",,,Uncle - D Borthwick,,14.0,1
987,987,987,EJG Morgan,Eoin Joseph Gerard Morgan,England,Left-hand bat,Right-arm Medium,Occasional wicketkeeper,31 years 152 days,5 ft 9 in ,Middle-order batsman,"September 10, 1986, Dublin ",,,Catholic University School,"['England', 'Ireland', 'Bangalore Royal Challengers', 'Barbados Tridents', 'England A', 'Ireland A', 'Ireland Under-19s', 'Kings XI Punjab', 'Kolkata Knight Riders', 'Middlesex', 'Middlesex 2nd XI', 'Peshawar Zalmi', ""Sir Paul Getty's XI"", 'Sunrisers Hyderabad', 'Sydney Thunder']",Moggie,,,,1574.0,66
988,988,988,RML Taylor,Robert Meadows Lombe Taylor,Scotland,Left-hand bat,Left-arm Medium,,28 years 50 days,,Allrounder,"December 21, 1989, Northampton ",,,Harrow School,"['Scotland', 'Harrow School', 'Leicestershire', 'Leicestershire 2nd XI', 'Loughborough Marylebone Cricket Club University (England)', 'Northamptonshire 2nd XI']",,,,,85.0,8
989,989,989,Shahid Afridi,Sahibzada Mohammad Shahid Khan Afridi,Pakistan,Right-hand bat,Legbreak,,37 years 345 days,,Allrounder,"March 1, 1980, Khyber Agency ",,,,"['Pakistan', 'Asia XI', 'Deccan Chargers', 'Dhaka Gladiators', 'Fly Emirates XI', 'Griqualand West', 'Habib Bank Limited', 'Hampshire', 'ICC World XI', 'Karachi', 'Karachi Region Blues', 'Kowloon Cantons', 'Leicestershire', 'Melbourne Renegades', 'Northamptonshire', 'Peshawar Zalmi', 'Rangpur Riders', 'Ruhuna Royals', 'South Australia', 'St Kitts and Nevis Patriots']",,,"['Brother - Tariq Afridi', 'Brother - Ashfaq Afridi']",,1386.0,95
990,990,990,AG Cremer,Alexander Graeme Cremer,Zimbabwe,Right-hand bat,Legbreak,,31 years 143 days,,Bowler,"September 19, 1986, Harare ",,,,"['Zimbabwe', 'Mid West Rhinos', 'Northerns (Zimbabwe)', 'Zimbabwe A', 'Zimbabwe Board XI', 'Zimbabwe Select XI', 'Zimbabwe Under-19s']",,,,,65.0,26
991,991,991,Nauman Anwar,Nauman Anwar,Pakistan,Right-hand bat,Right-arm Fast,,22 years 120 days,,Opening batsman,"October 12, 1995, Gujranwala, Punjab ",,,,"['Pakistan', 'Karachi Kings', 'Sialkot Stallions']",,,,,18.0,1
992,992,992,D Gough,Darren Gough,England,Right-hand bat,Right-arm Fast,,47 years 144 days,5 ft 11 in ,,"September 18, 1970, Monk Bretton, Barnsley, Yorkshire ",,,Priory Comprehensive,"['England', 'Essex', 'Yorkshire']","Rhino, Dazzler",,Son - LJ Gough,,0.0,2
993,993,993,PG Fulton,Peter Gordon Fulton,New Zealand,Right-hand bat,Right-arm Medium,,39 years 8 days,,,"February 1, 1979, Christchurch, Canterbury ",,,,"['New Zealand', 'Canterbury']",,,"['Uncle - RW Fulton', 'Brother - DH Fulton']",,127.0,12
